WS_HR,O3,PM10,PM25-3,PM25-2,PM25,ANS
0.09999999999999999,37.0,63,32,33,31,21
0.21428571428571427,38.0,53,33,31,21,20
0.1714285714285714,43.0,36,31,21,20,19
0.07142857142857142,43.0,35,21,20,19,24
0.09999999999999999,43.0,32,20,19,24,25
0.14285714285714285,35.0,41,19,24,25,14
0.09999999999999999,30.0,32,24,25,14,16
0.014285714285714285,29.0,34,25,14,16,22
0.07142857142857142,32.0,30,14,16,22,23
0.04285714285714285,32.0,34,16,22,23,18
0.14285714285714285,32.0,31,22,23,18,6
0.11428571428571428,31.0,18,23,18,6,9
0.1714285714285714,31.0,19,18,6,9,10
0.04285714285714285,31.0,13,6,9,10,10
0.02857142857142857,31.0,17,9,10,10,10
0.09999999999999999,32.0,20,10,10,10,13
0.0857142857142857,32.0,34,10,10,13,18
0.05714285714285714,33.0,38,10,13,18,16
0.14285714285714285,32.0,33,13,18,16,7
0.05714285714285714,30.0,25,18,16,7,5
0.04285714285714285,32.0,25,5,2,11,8
0.09999999999999999,33.0,30,2,11,8,21
0.09999999999999999,35.0,25,11,8,21,17
0.09999999999999999,40.0,33,8,21,17,23
0.05714285714285714,41.0,35,21,17,23,18
0.14285714285714285,39.0,53,17,23,18,29
0.21428571428571427,38.0,56,23,18,29,38
0.09999999999999999,36.0,61,18,29,38,43
0.15714285714285714,32.0,34,48,47,36,25
0.11428571428571428,28.0,34,47,36,25,23
0.1714285714285714,31.0,38,36,25,23,29
0.11428571428571428,26.0,41,25,23,29,23
0.14285714285714285,30.0,39,23,29,23,21
0.15714285714285714,29.0,26,29,23,21,21
0.07142857142857142,29.0,25,23,21,21,30
0.19999999999999998,32.0,36,21,21,30,26
0.0857142857142857,35.0,37,21,30,26,26
0.19999999999999998,37.0,40,30,26,26,26
0.48571428571428565,37.0,36,26,26,26,23
0.557142857142857,37.0,38,26,26,23,16
0.22857142857142856,35.0,43,26,23,16,4
0.02857142857142857,36.0,34,16,4,6,6
0.09999999999999999,37.0,32,4,6,6,8
0.02857142857142857,33.0,24,6,6,8,10
0.19999999999999998,33.0,25,6,8,10,6
0.14285714285714285,32.0,17,8,10,6,4
0.3142857142857143,31.0,21,6,4,7,14
0.19999999999999998,30.0,27,4,7,14,20
0.1714285714285714,30.0,21,7,14,20,17
0.18571428571428572,30.0,27,14,20,17,14
0.22857142857142856,30.0,27,20,17,14,13
0.19999999999999998,29.0,25,17,14,13,9
0.1714285714285714,30.0,20,14,13,9,9
0.14285714285714285,36.0,17,13,9,9,4
0.12857142857142856,35.0,19,9,4,8,5
0.2571428571428571,38.0,19,8,5,14,11
0.15714285714285714,34.0,20,5,14,11,13
0.3428571428571428,36.0,21,14,11,13,4
0.39999999999999997,38.0,41,13,4,9,15
0.22857142857142856,38.0,43,4,9,15,23
0.09999999999999999,39.0,37,9,15,23,23
0.12857142857142856,41.0,37,15,23,23,18
0.2714285714285714,43.0,35,23,23,18,10
0.2571428571428571,44.0,39,23,18,10,4
0.05714285714285714,44.0,47,10,4,13,14
0.11428571428571428,40.0,51,4,13,14,18
0.15714285714285714,35.0,55,13,14,18,20
0.14285714285714285,24.0,56,14,18,20,25
0.18571428571428572,31.0,41,18,20,25,24
0.14285714285714285,25.0,48,20,25,24,14
0.14285714285714285,27.0,38,25,24,14,15
0.24285714285714283,33.0,39,24,14,15,22
0.18571428571428572,33.0,27,14,15,22,24
0.11428571428571428,27.0,17,15,22,24,16
0.2857142857142857,29.0,10,22,24,16,7
0.2857142857142857,32.0,5,24,16,7,7
0.05714285714285714,23.0,12,16,7,7,6
0.12857142857142856,20.0,12,7,7,6,5
0.04285714285714285,5.9,23,5,2,17,15
0.1714285714285714,11.0,27,2,17,15,33
0.12857142857142856,30.0,32,17,15,33,25
0.11428571428571428,40.0,27,15,33,25,30
0.11428571428571428,48.0,31,33,25,30,15
0.3,49.0,31,25,30,15,20
0.3285714285714285,56.0,47,30,15,20,30
0.3428571428571428,60.0,55,15,20,30,41
0.37142857142857144,54.0,50,30,41,38,34
0.21428571428571427,34.0,52,41,38,34,27
0.19999999999999998,26.0,57,38,34,27,26
0.19999999999999998,25.0,58,34,27,26,27
0.2857142857142857,25.0,55,27,26,27,22
0.3,23.0,47,26,27,22,28
0.3285714285714285,24.0,35,27,22,28,29
0.3,26.0,26,22,28,29,27
0.3142857142857143,28.0,26,28,29,27,25
0.24285714285714283,31.0,28,29,27,25,22
0.1714285714285714,33.0,32,27,25,22,23
0.24285714285714283,32.0,24,25,22,23,22
0.22857142857142856,35.0,20,22,23,22,22
0.21428571428571427,31.0,25,23,22,22,23
0.2857142857142857,27.0,22,22,22,23,11
0.18571428571428572,20.0,31,22,23,11,2
0.05714285714285714,26.0,50,11,2,18,31
0.1714285714285714,30.0,55,2,18,31,36
0.3,49.0,53,18,31,36,22
0.5285714285714286,43.0,40,31,36,22,22
0.5,48.0,58,36,22,22,16
0.18571428571428572,60.0,70,22,22,16,20
0.3571428571428571,58.0,72,22,16,20,16
0.2714285714285714,43.0,46,16,20,16,34
0.11428571428571428,34.0,42,20,16,34,32
0.14285714285714285,14.0,44,16,34,32,27
0.12857142857142856,17.0,56,34,32,27,17
0.0857142857142857,19.0,60,32,27,17,22
0.04285714285714285,21.0,49,27,17,22,24
0.0857142857142857,25.0,43,17,22,24,17
0.0857142857142857,19.0,30,22,24,17,17
0.05714285714285714,22.0,30,24,17,17,26
0.11428571428571428,21.0,28,17,17,26,25
0.04285714285714285,29.0,25,17,26,25,24
0.11428571428571428,35.0,25,26,25,24,10
0.21428571428571427,40.0,15,25,24,10,7
0.3285714285714285,40.0,20,24,10,7,11
0.21428571428571427,34.0,11,10,7,11,16
0.21428571428571427,31.0,20,7,11,16,19
0.2857142857142857,38.0,20,11,16,19,9
0.0857142857142857,43.0,30,16,19,9,8
0.15714285714285714,50.0,30,19,9,8,6
0.12857142857142856,56.0,42,9,8,6,32
0.2571428571428571,63.0,68,8,6,32,50
0.39999999999999997,48.0,60,64,52,36,41
0.2857142857142857,37.0,38,46,48,38,21
0.09999999999999999,22.0,22,48,38,21,11
0.07142857142857142,11.0,18,38,21,11,11
0.11428571428571428,20.0,29,21,11,11,40
0.1714285714285714,35.0,39,18,19,23,34
0.05714285714285714,28.0,18,23,27,33,21
0.07142857142857142,42.0,29,27,33,21,32
0.18571428571428572,56.0,43,33,21,32,30
0.3,61.0,52,21,32,30,36
0.3,62.0,48,32,30,36,26
0.3,65.0,37,30,36,26,21
0.44285714285714284,65.0,32,36,26,21,19
0.39999999999999997,61.0,36,26,21,19,19
0.3,57.0,36,21,19,19,19
0.05714285714285714,53.0,36,19,19,19,18
0.18571428571428572,42.0,48,19,19,18,27
0.14285714285714285,34.0,61,19,18,27,37
0.15714285714285714,43.0,61,18,27,37,39
0.12857142857142856,32.0,42,37,39,31,25
0.15714285714285714,40.0,43,39,31,25,22
0.14285714285714285,39.0,37,31,25,22,20
0.18571428571428572,37.0,45,25,22,20,13
0.07142857142857142,28.0,30,22,20,13,8
0.05714285714285714,27.0,17,20,13,8,15
0.0857142857142857,26.0,9,13,8,15,13
0.11428571428571428,28.0,9,8,15,13,22
0.14285714285714285,22.0,19,15,13,22,19
0.14285714285714285,28.0,17,13,22,19,23
0.15714285714285714,30.0,26,22,19,23,15
0.11428571428571428,50.0,22,19,23,15,17
0.24285714285714283,46.0,24,23,15,17,13
0.2857142857142857,49.0,21,15,17,13,21
0.37142857142857144,54.0,39,17,13,21,22
0.3285714285714285,50.0,52,13,21,22,33
0.3,47.0,57,21,22,33,28
0.3,46.0,42,22,33,28,25
0.2857142857142857,39.0,29,33,28,25,21
0.24285714285714283,35.0,28,28,25,21,23
0.02857142857142857,27.0,27,25,21,23,27
0.15714285714285714,19.0,35,21,23,27,29
0.18571428571428572,20.0,28,23,27,29,30
0.2571428571428571,22.0,31,27,29,30,31
0.05714285714285714,12.0,41,29,30,31,29
0.19999999999999998,17.0,44,30,31,29,31
0.14285714285714285,11.0,57,31,29,31,26
0.3285714285714285,12.0,45,29,31,26,17
0.2714285714285714,13.0,60,31,26,17,13
0.1714285714285714,11.0,46,26,17,13,18
0.2714285714285714,11.0,35,17,13,18,29
0.38571428571428573,10.0,10,13,18,29,22
0.3,11.0,2,18,29,22,21
0.2857142857142857,8.6,11,29,22,21,23
0.0857142857142857,17.0,22,22,21,23,34
0.12857142857142856,25.0,43,21,23,34,32
0.12857142857142856,33.0,54,23,34,32,24
0.22857142857142856,36.0,46,34,32,24,23
0.3,43.0,39,32,24,23,28
0.38571428571428573,47.0,43,24,23,28,30
0.45714285714285713,50.0,59,23,28,30,32
0.39999999999999997,48.0,50,28,30,32,24
0.3428571428571428,49.0,47,30,32,24,27
0.0857142857142857,41.0,39,32,24,27,17
0.14285714285714285,33.0,40,24,27,17,20
0.11428571428571428,29.0,29,27,17,20,20
0.09999999999999999,33.0,26,17,20,20,29
0.14285714285714285,22.0,27,20,20,29,25
0.014285714285714285,22.0,30,20,29,25,25
0.09999999999999999,25.0,37,29,25,25,22
0.12857142857142856,29.0,37,25,25,22,27
0.14285714285714285,32.0,40,25,22,27,22
0.15714285714285714,33.0,40,22,27,22,31
0.24285714285714283,37.0,36,27,22,31,32
0.2714285714285714,39.0,37,22,31,32,35
0.3285714285714285,41.0,32,31,32,35,25
0.24285714285714283,39.0,25,32,35,25,14
0.3,37.0,19,35,25,14,7
0.2571428571428571,36.0,15,25,14,7,0
0.14285714285714285,40.0,7,0,2,7,11
0.18571428571428572,44.0,18,2,7,11,7
0.18571428571428572,49.0,40,7,11,7,8
0.05714285714285714,52.0,45,11,7,8,12
0.02857142857142857,51.0,33,7,8,12,15
0.0857142857142857,44.0,29,8,12,15,17
0.0857142857142857,38.0,25,12,15,17,9
0.11428571428571428,37.0,25,15,17,9,11
0.1714285714285714,29.0,11,17,9,11,5
0.19999999999999998,20.0,20,11,5,7,5
0.1714285714285714,16.0,15,7,5,9,6
0.09999999999999999,14.0,10,5,9,6,6
0.11428571428571428,13.0,5,9,6,6,4
0.07142857142857142,18.0,10,2,2,8,8
0.1714285714285714,21.0,11,2,8,8,8
0.14285714285714285,33.0,27,8,8,8,20
0.22857142857142856,34.0,31,8,8,20,28
0.3285714285714285,33.0,33,8,20,28,36
0.2571428571428571,35.0,30,20,28,36,23
0.3285714285714285,29.0,33,28,36,23,21
0.11428571428571428,28.0,49,36,23,21,25
0.07142857142857142,19.0,51,23,21,25,16
0.05714285714285714,18.0,52,21,25,16,19
0.0857142857142857,10.0,42,25,16,19,17
0.12857142857142856,3.6,34,16,19,17,18
0.14285714285714285,4.7,47,19,17,18,12
0.12857142857142856,4.8,33,17,18,12,13
0.11428571428571428,4.8,44,18,12,13,22
0.19999999999999998,3.6,44,12,13,22,29
0.09999999999999999,7.5,55,13,22,29,21
0.11428571428571428,5.8,51,22,29,21,21
0.07142857142857142,15.0,42,29,21,21,14
0.07142857142857142,22.0,25,21,21,14,16
0.11428571428571428,22.0,15,21,14,16,6
0.05714285714285714,19.0,10,14,16,6,11
0.09999999999999999,18.0,12,16,6,11,10
0.18571428571428572,25.0,8,6,11,10,14
0.12857142857142856,39.0,7,11,10,14,8
0.09999999999999999,44.0,32,10,14,8,23
0.22857142857142856,41.0,47,14,8,23,21
0.2714285714285714,20.0,77,8,23,21,29
0.22857142857142856,54.0,77,23,21,29,29
0.2571428571428571,33.0,67,21,29,29,34
0.19999999999999998,5.4,73,29,29,34,39
0.04285714285714285,11.0,66,46,44,38,36
0.09999999999999999,8.3,45,44,38,36,23
0.14285714285714285,9.5,41,38,36,23,19
0.02857142857142857,9.6,47,36,23,19,7
0.11428571428571428,2.8,65,23,19,7,21
0.14285714285714285,1.1,55,19,7,21,20
0.15714285714285714,8.3,57,7,21,20,25
0.02857142857142857,18.0,48,21,20,25,16
0.22857142857142856,20.0,40,20,25,16,18
0.24285714285714283,23.0,40,25,16,18,20
0.11428571428571428,23.0,32,16,18,20,25
0.02857142857142857,24.0,48,18,20,25,24
0.05714285714285714,23.0,48,20,25,24,25
0.18571428571428572,36.0,52,25,24,25,27
0.3428571428571428,27.0,70,24,25,27,24
0.15714285714285714,13.0,77,25,27,24,23
0.12857142857142856,13.0,79,27,24,23,20
0.07142857142857142,14.0,57,24,23,20,28
0.0857142857142857,18.0,44,23,20,28,41
0.15714285714285714,21.0,26,28,41,34,39
0.0857142857142857,11.0,40,34,39,32,35
0.07142857142857142,12.0,50,39,32,35,25
0.0857142857142857,7.9,38,32,35,25,13
0.11428571428571428,8.4,33,35,25,13,12
0.05714285714285714,11.0,17,25,13,12,7
0.14285714285714285,14.0,9,13,12,7,7
0.15714285714285714,13.0,6,12,7,7,6
0.19999999999999998,13.0,13,7,7,6,7
0.24285714285714283,14.0,13,7,6,7,9
0.09999999999999999,12.0,12,6,7,9,6
0.2857142857142857,14.0,4,7,9,6,6
0.2714285714285714,21.0,12,9,6,6,4
0.15714285714285714,18.0,17,6,4,6,7
0.14285714285714285,19.0,16,4,6,7,15
0.39999999999999997,23.0,26,6,7,15,12
0.2857142857142857,22.0,25,7,15,12,7
0.2714285714285714,22.0,27,15,12,7,0
0.12857142857142856,17.0,16,3,5,9,4
0.12857142857142856,8.8,11,9,4,8,4
0.09999999999999999,12.0,17,8,4,6,0
0.07142857142857142,19.0,0,0,0,7,7
0.3571428571428571,22.0,0,0,7,7,5
0.1714285714285714,18.0,1,7,5,7,10
0.12857142857142856,20.0,1,5,7,10,10
0.3142857142857143,22.0,0,7,10,10,3
0.2714285714285714,17.0,0,0,0,11,12
0.1714285714285714,19.0,0,0,11,12,12
0.3571428571428571,23.0,9,11,12,12,2
0.24285714285714283,27.0,9,12,2,6,6
0.22857142857142856,26.0,0,2,6,6,4
0.19999999999999998,33.0,1,4,4,8,9
0.2714285714285714,31.0,1,4,8,9,13
0.5,33.0,3,8,9,13,10
0.39999999999999997,29.0,2,9,13,10,4
0.14285714285714285,24.0,8,4,3,11,7
0.1714285714285714,21.0,17,3,11,7,15
0.11428571428571428,22.0,9,11,7,15,8
0.1714285714285714,21.0,16,7,15,8,19
0.11428571428571428,23.0,12,15,8,19,10
0.12857142857142856,22.0,12,8,19,10,9
0.07142857142857142,24.0,16,19,10,9,3
0.19999999999999998,31.0,9,2,1,11,13
0.2571428571428571,31.0,14,1,11,13,13
0.45714285714285713,32.0,15,11,13,13,15
0.18571428571428572,28.0,17,13,13,15,17
0.09999999999999999,26.0,25,13,15,17,23
0.12857142857142856,26.0,30,15,17,23,20
0.21428571428571427,26.0,37,17,23,20,15
0.09999999999999999,26.0,26,23,20,15,12
0.09999999999999999,25.0,29,20,15,12,9
0.07142857142857142,24.0,24,15,12,9,6
0.12857142857142856,23.0,22,12,9,6,4
0.14285714285714285,18.0,20,4,4,6,6
0.18571428571428572,21.0,18,4,6,6,7
0.19999999999999998,24.0,12,6,6,7,8
0.19999999999999998,24.0,7,6,7,8,8
0.21428571428571427,24.0,10,7,8,8,13
0.1714285714285714,23.0,11,8,8,13,4
0.11428571428571428,23.0,8,13,4,12,7
0.2571428571428571,25.0,12,4,12,7,7
0.18571428571428572,25.0,6,12,7,7,1
0.1714285714285714,24.0,10,1,4,6,4
0.12857142857142856,25.0,20,4,1,6,9
0.3285714285714285,32.0,19,1,6,9,9
0.39999999999999997,38.0,27,6,9,9,6
0.09999999999999999,37.0,33,9,9,6,14
0.12857142857142856,31.0,31,9,6,14,14
0.12857142857142856,26.0,41,6,14,14,78
0.15714285714285714,23.0,48,78,45,37,13
0.09999999999999999,20.0,9,45,37,13,12
0.09999999999999999,18.0,7,37,13,12,5
0.09999999999999999,15.0,20,12,5,11,8
0.21428571428571427,15.0,20,5,11,8,8
0.0,12.0,22,11,8,8,4
0.0857142857142857,9.4,28,8,4,10,10
0.0857142857142857,14.0,19,4,10,10,5
0.07142857142857142,34.0,12,0,4,10,10
0.19999999999999998,36.0,12,4,10,10,17
0.15714285714285714,36.0,16,10,10,17,14
0.11428571428571428,35.0,20,10,17,14,19
0.12857142857142856,34.0,29,17,14,19,11
0.1714285714285714,30.0,17,14,19,11,16
0.12857142857142856,30.0,9,19,11,16,21
0.0857142857142857,30.0,4,11,16,21,21
0.1714285714285714,30.0,4,16,21,21,21
0.15714285714285714,32.0,9,21,21,21,19
0.15714285714285714,32.0,10,21,21,19,19
0.07142857142857142,32.0,10,21,19,19,11
0.09999999999999999,34.0,12,19,19,11,6
0.3142857142857143,35.0,8,19,11,6,1
0.12857142857142856,33.0,4,1,1,10,16
0.12857142857142856,34.0,9,1,10,16,19
0.21428571428571427,32.0,9,10,16,19,7
0.22857142857142856,28.0,6,16,19,7,4
0.05714285714285714,26.0,9,7,4,6,16
0.07142857142857142,26.0,9,4,6,16,13
0.22857142857142856,28.0,23,6,16,13,9
0.09999999999999999,31.0,27,16,13,9,6
0.19999999999999998,29.0,37,13,9,6,14
0.1714285714285714,29.0,36,9,6,14,18
0.2857142857142857,31.0,32,6,14,18,17
0.19999999999999998,28.0,22,14,18,17,14
0.11428571428571428,26.0,14,18,17,14,18
0.07142857142857142,25.0,12,17,14,18,22
0.05714285714285714,26.0,20,14,18,22,32
0.07142857142857142,26.0,23,18,22,32,31
0.07142857142857142,27.0,28,22,32,31,29
0.11428571428571428,28.0,32,32,31,29,25
0.07142857142857142,30.0,25,31,29,25,26
0.11428571428571428,33.0,22,29,25,26,17
0.19999999999999998,35.0,10,25,26,17,7
0.1714285714285714,36.0,7,26,17,7,1
0.0857142857142857,26.0,3,2,5,6,8
0.09999999999999999,22.0,6,5,6,8,3
0.12857142857142856,18.0,31,3,5,17,19
0.14285714285714285,19.0,27,5,17,19,22
0.19999999999999998,22.0,25,17,19,22,10
0.09999999999999999,22.0,18,19,22,10,19
0.2714285714285714,21.0,30,22,10,19,19
0.11428571428571428,29.0,43,10,19,19,19
0.07142857142857142,21.0,56,19,19,19,17
0.0857142857142857,7.0,48,19,19,17,19
0.1714285714285714,23.0,37,19,17,19,26
0.1714285714285714,31.0,24,17,19,26,26
0.0857142857142857,9.4,28,19,26,26,37
0.18571428571428572,1.0,27,26,26,37,38
0.41428571428571426,0.4,47,26,37,38,46
0.05714285714285714,3.6,51,38,46,38,34
0.04285714285714285,8.4,42,46,38,34,27
0.11428571428571428,3.0,50,38,34,27,21
0.07142857142857142,7.3,43,34,27,21,25
0.18571428571428572,9.1,34,27,21,25,25
0.11428571428571428,11.0,27,21,25,25,23
0.18571428571428572,6.8,25,25,25,23,21
0.05714285714285714,13.0,33,25,23,21,21
0.15714285714285714,12.0,42,23,21,21,22
0.14285714285714285,22.0,45,21,21,22,23
0.11428571428571428,28.0,52,21,22,23,26
0.1714285714285714,45.0,45,22,23,26,30
0.21428571428571427,55.0,45,23,26,30,42
0.3571428571428571,45.0,68,42,39,29,35
0.19999999999999998,35.0,58,39,29,35,32
0.3,31.0,69,29,35,32,38
0.2857142857142857,30.0,55,35,32,38,23
0.19999999999999998,22.0,52,32,38,23,21
0.24285714285714283,18.0,34,38,23,21,13
0.11428571428571428,14.0,35,23,21,13,19
0.2857142857142857,36.0,48,21,13,19,14
0.42857142857142855,46.0,49,13,19,14,14
0.3571428571428571,53.0,49,19,14,14,9
0.3,57.0,48,14,14,9,21
0.3,69.0,56,14,9,21,21
0.37142857142857144,71.0,67,9,21,21,34
0.38571428571428573,67.0,62,21,21,34,31
0.41428571428571426,49.0,58,21,34,31,33
0.22857142857142856,46.0,59,34,31,33,25
0.2714285714285714,31.0,55,31,33,25,25
0.2571428571428571,25.0,61,33,25,25,24
0.2714285714285714,22.0,50,25,25,24,34
0.14285714285714285,19.0,49,25,24,34,48
0.22857142857142856,29.0,49,57,46,27,14
0.19999999999999998,20.0,41,46,27,14,5
0.0857142857142857,13.0,42,5,4,11,21
0.3142857142857143,37.0,55,4,11,21,36
0.5,58.0,60,11,21,36,35
0.47142857142857136,66.0,57,21,36,35,54
0.21428571428571427,13.0,40,49,43,35,18
0.1714285714285714,15.0,22,43,35,18,9
0.15714285714285714,17.0,5,35,18,9,0
0.3285714285714285,26.0,15,5,5,10,10
0.19999999999999998,24.0,14,5,10,10,10
0.2857142857142857,23.0,10,10,10,10,6
0.19999999999999998,21.0,17,10,10,6,0
0.07142857142857142,22.0,4,0,0,7,7
0.21428571428571427,25.0,5,0,7,7,9
0.05714285714285714,27.0,5,7,7,9,7
0.07142857142857142,27.0,9,7,9,7,12
0.05714285714285714,29.0,10,9,7,12,23
0.02857142857142857,31.0,19,7,12,23,27
0.19999999999999998,32.0,14,12,23,27,25
0.18571428571428572,33.0,26,23,27,25,16
0.19999999999999998,32.0,25,27,25,16,12
0.14285714285714285,33.0,33,25,16,12,10
0.0857142857142857,30.0,22,16,12,10,9
0.0857142857142857,30.0,18,12,10,9,12
0.15714285714285714,26.0,12,10,9,12,11
0.15714285714285714,20.0,21,9,12,11,16
0.04285714285714285,31.0,25,12,11,16,14
0.04285714285714285,36.0,28,11,16,14,20
0.15714285714285714,40.0,35,16,14,20,18
0.04285714285714285,45.0,35,14,20,18,9
0.04285714285714285,51.0,30,20,18,9,6
0.14285714285714285,56.0,32,18,9,6,12
0.09999999999999999,59.0,38,9,6,12,12
0.19999999999999998,56.0,38,6,12,12,32
0.12857142857142856,53.0,59,12,12,32,32
0.12857142857142856,44.0,75,12,32,32,40
